plant_id,similar_plants
1476,"[{'plant_id': 1213, 'common_name': 'begonia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1036, 'common_name': 'cast-iron plant', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1847, 'common_name': 'spider plant', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 521, 'common_name': 'bugbane', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 628, 'common_name': 'Chinese evergreen', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
1477,"[{'plant_id': 1501, 'common_name': 'stiff bottlebrush', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2567, 'common_name': 'pigeon berry', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1998, 'common_name': 'coconut palm', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 296, 'common_name': 'Ginkgo', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 298, 'common_name': 'Magyar Ginkgo', 'cycle': 'Perennial', 'watering': 'Average'}]"
1478,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1960, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1945, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1946, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1947, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1479,"[{'plant_id': 346, 'common_name': 'Oyama Magnolia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 678, 'common_name': 'German garlic', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 430, 'common_name': 'koa', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 684, 'common_name': 'garlic', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 683, 'common_name': 'garlic', 'cycle': 'Perennial', 'watering': 'Average'}]"
1480,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1960, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1945, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1946, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1947, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1481,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1960, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1945, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1946, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1947, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1482,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1960, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1945, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1946, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1947, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1483,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1960, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1945, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1946, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1947, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1484,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1960, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1945, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1946, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1947, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1485,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1960, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1945, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1946, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1947, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1486,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1960, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1945, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1946, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1947, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1487,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1960, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1945, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1946, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1947, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1488,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1960, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1945, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1946, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1947, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1489,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1960, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1945, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1946, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1947, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1490,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1960, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1945, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1946, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1947, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1491,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1960, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1945, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1946, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1947, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1492,"[{'plant_id': 2618, 'common_name': 'purple coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2651, 'common_name': 'purple coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2808, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2807, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2806, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}]"
1493,"[{'plant_id': 2618, 'common_name': 'purple coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2651, 'common_name': 'purple coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2808, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2807, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2806, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}]"
1494,"[{'plant_id': 2618, 'common_name': 'purple coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2651, 'common_name': 'purple coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2808, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2807, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2806, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}]"
1495,"[{'plant_id': 2618, 'common_name': 'purple coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2651, 'common_name': 'purple coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2808, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2807, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2806, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}]"
1496,"[{'plant_id': 2618, 'common_name': 'purple coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2651, 'common_name': 'purple coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2808, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2807, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2806, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}]"
1497,"[{'plant_id': 2618, 'common_name': 'purple coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2651, 'common_name': 'purple coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2808, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2807, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2806, 'common_name': 'sea holly', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}]"
1498,"[{'plant_id': 1725, 'common_name': 'California lilac', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 2826, 'common_name': 'mountain gum', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 2705, 'common_name': 'pride of Madeira', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 2204, 'common_name': 'green hawthorn', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 2205, 'common_name': 'green hawthorn', 'cycle': 'Perennial', 'watering': 'Minimum'}]"
1499,"[{'plant_id': 1501, 'common_name': 'stiff bottlebrush', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2567, 'common_name': 'pigeon berry', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1998, 'common_name': 'coconut palm', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 296, 'common_name': 'Ginkgo', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 298, 'common_name': 'Magyar Ginkgo', 'cycle': 'Perennial', 'watering': 'Average'}]"
1500,"[{'plant_id': 1521, 'common_name': ""Cusick's camass"", 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 2207, 'common_name': 'Florida swamp lily', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 2140, 'common_name': 'gray dogwood', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1627, 'common_name': 'fringed sedge', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1817, 'common_name': 'white cypress', 'cycle': 'Perennial', 'watering': 'Frequent'}]"
1501,"[{'plant_id': 1697, 'common_name': 'bluebeard', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1728, 'common_name': 'blue atlas cedar', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1694, 'common_name': 'bluebeard', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1696, 'common_name': 'bluebeard', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1698, 'common_name': 'bluebeard', 'cycle': 'Perennial', 'watering': 'Average'}]"
1502,"[{'plant_id': 1723, 'common_name': 'inland New Jersey tea', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 1254, 'common_name': 'Japanese barberry', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 1360, 'common_name': 'buffalo grass', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 1359, 'common_name': 'buffalo grass', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 1312, 'common_name': 'blue grama', 'cycle': 'Perennial', 'watering': 'Minimum'}]"
1503,"[{'plant_id': 2098, 'common_name': 'cilantro', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 1277, 'common_name': 'Swiss chard', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 2511, 'common_name': 'common teasel', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 1276, 'common_name': 'Swiss chard', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 1275, 'common_name': 'Swiss chard', 'cycle': 'Annual', 'watering': 'Average'}]"
1504,"[{'plant_id': 470, 'common_name': 'shantung maple', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 402, 'common_name': 'glossy abelia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 399, 'common_name': 'abelia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 398, 'common_name': 'Chinese abelia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 392, 'common_name': 'Sourwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1505,"[{'plant_id': 470, 'common_name': 'shantung maple', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 402, 'common_name': 'glossy abelia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 399, 'common_name': 'abelia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 398, 'common_name': 'Chinese abelia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 392, 'common_name': 'Sourwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1506,"[{'plant_id': 470, 'common_name': 'shantung maple', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 402, 'common_name': 'glossy abelia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 399, 'common_name': 'abelia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 398, 'common_name': 'Chinese abelia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 392, 'common_name': 'Sourwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1507,"[{'plant_id': 470, 'common_name': 'shantung maple', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 402, 'common_name': 'glossy abelia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 399, 'common_name': 'abelia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 398, 'common_name': 'Chinese abelia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 392, 'common_name': 'Sourwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
1508,"[{'plant_id': 1102, 'common_name': 'masterwort', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 1106, 'common_name': 'greater masterwort', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 778, 'common_name': 'blue star', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 1111, 'common_name': 'greater masterwort', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 782, 'common_name': 'blue star', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}]"
1509,"[{'plant_id': 1697, 'common_name': 'bluebeard', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1728, 'common_name': 'blue atlas cedar', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1694, 'common_name': 'bluebeard', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1696, 'common_name': 'bluebeard', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1698, 'common_name': 'bluebeard', 'cycle': 'Perennial', 'watering': 'Average'}]"
1510,"[{'plant_id': 1967, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 972, 'common_name': 'California sagebrush', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 2786, 'common_name': 'silver plume grass', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 2011, 'common_name': 'autumn crocus', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 1237, 'common_name': 'barberry', 'cycle': 'Perennial', 'watering': 'Minimum'}]"
1511,"[{'plant_id': 1009, 'common_name': 'swamp milkweed', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 1828, 'common_name': 'greater celandine', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1569, 'common_name': 'rampion bellflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1823, 'common_name': 'fairy wand', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1608, 'common_name': 'cutleaf toothwort', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
1512,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1943, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1925, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1927, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1928, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1513,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1943, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1925, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1927, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1928, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1514,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1943, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1925, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1927, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1928, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
1515,"[{'plant_id': 3000, 'common_name': 'greenstem forsythia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1943, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1925, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1927, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1928, 'common_name': 'clematis', 'cycle': 'Perennial', 'watering': 'Average'}]"
